Auto Posto Nº 84,SP,SÃO PAULO,244336,SIM,24,EXECUÇÃO,SIM,REALIZADO,8
Auto Posto Mais 90,CE,NORDESTE,360000,NÃO,23,CONHECIMENTO,NÃO,NÃO REALIZADO,10
Auto Posto Nº 4,MG,SUDESTE,213000,SIM,23,EXECUÇÃO,SIM,REALIZADO,4
Auto Posto Nº 6,RJ,SUDESTE,210000,NÃO,23,CONHECIMENTO,NÃO,NÃO REALIZADO,2
Auto Posto Nº 111,PB,NORDESTE,209722,SIM,23,EXECUÇÃO,SIM,REALIZADO,8
Auto Posto Nº 94,BA,NORDESTE,204000,SIM,23,CONHECIMENTO,SIM,REALIZADO,4
Auto Posto Mais 15,SP,SÃO PAULO,200000,SIM,23,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Quinta-feira,SP,SÃO PAULO,165000,NÃO,23,CONHECIMENTO,NÃO,NÃO REALIZADO,5
Auto Posto Mais 91,SP,SÃO PAULO,150000,NÃO,23,CONHECIMENTO,NÃO,NÃO REALIZADO,5
Rede Abastecedora Número 134,SP,SÃO PAULO,150000,SIM,23,EXECUÇÃO,SIM,REALIZADO,6
Auto Posto Mais 14,MG,SUDESTE,146509,SIM,23,CONHECIMENTO,SIM,REALIZADO,5
Auto Posto Nº 138,SP,SÃO PAULO,134523,NÃO,22,CONHECIMENTO,SIM,REALIZADO,8
Auto Posto Nº 104,MT,CENTRO OESTE,246551,SIM,21,EXECUÇÃO,SIM,REALIZADO,8
Auto Posto Mais 89,SP,SÃO PAULO,130000,NÃO,21,EXECUÇÃO,NÃO,REALIZADO,2
Auto Posto Mais 19,SP,SÃO PAULO,689761,NÃO,21,EXECUÇÃO,NÃO,REALIZADO,3
Auto Posto Mais 94,CE,NORDESTE,629633,SIM,21,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 15,GO,CENTRO OESTE,120747,NÃO,21,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Mais 13,RN,NORDESTE,120003,NÃO,21,EXECUÇÃO,SIM,REALIZADO,3
Rede Abastecedora Número 107,RS,SUL,540000,SIM,20,EXECUÇÃO,SIM,REALIZADO,8
Rede Abastecedora Número 119,SP,SÃO PAULO,118737,NÃO,20,EXECUÇÃO,SIM,REALIZADO,8
Auto Posto Mais 18,SP,SÃO PAULO,118416,NÃO,20,EXECUÇÃO,NÃO,REALIZADO,1
Rede Abastecedora Número 132,SP,SÃO PAULO,113000,NÃO,20,CONHECIMENTO,NÃO,REALIZADO,5
Rede Abastecedora Número 22,BA,NORDESTE,108000,NÃO,20,EXECUÇÃO,NÃO,NÃO REALIZADO,5
Rede Abastecedora Número 114,PR,SUL,107000,NÃO,20,CONHECIMENTO,NÃO,REALIZADO,3
Auto Posto Mais 102,RJ,SUDESTE,106739,NÃO,20,EXECUÇÃO,SIM,REALIZADO,8
Rede Abastecedora Número 7,SP,SÃO PAULO,103041,NÃO,20,EXECUÇÃO,NÃO,NÃO REALIZADO,5
Auto Posto Nº 7,PR,SUL,100000,NÃO,20,CONHECIMENTO,SIM,REALIZADO,6
Rede de Postos Primeira,PA,NORTE,1785466,SIM,20,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 87,GO,CENTRO OESTE,1530000,SIM,20,EXECUÇÃO,SIM,NÃO REALIZADO,5
Auto Posto Nº 2,BA,NORDESTE,1510193,SIM,20,CONHECIMENTO,NÃO,REALIZADO,3
Auto Posto Nº 55,MG,SUDESTE,1400000,SIM,20,EXECUÇÃO,SIM,REALIZADO,4
Auto Posto Nº 34,DF,CENTRO OESTE,832309,SIM,20,CONHECIMENTO,SIM,REALIZADO,3
Auto Posto Nº 51,SP,SÃO PAULO,549825,SIM,20,EXECUÇÃO,SIM,REALIZADO,2
Auto Posto Nº 83,MT,CENTRO OESTE,528495,SIM,20,EXECUÇÃO,SIM,REALIZADO,7
Auto Posto Nº 68,PI,NORDESTE,416872,SIM,19,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 17,SP,SÃO PAULO,405441,NÃO,19,EXECUÇÃO,SIM,REALIZADO,1
Auto Posto Nº 70,SP,SÃO PAULO,401166,NÃO,19,EXECUÇÃO,SIM,REALIZADO,7
Auto Posto Nº 112,MT,CENTRO OESTE,400000,NÃO,19,CONHECIMENTO,NÃO,NÃO REALIZADO,4
Auto Posto Mais 57,BA,NORDESTE,266915,SIM,18,EXECUÇÃO,NÃO,REALIZADO,7
Auto Posto Nº 77,SP,SÃO PAULO,375172,SIM,18,CONHECIMENTO,SIM,NÃO REALIZADO,1
Rede Abastecedora Número 4,BA,NORDESTE,356974,NÃO,18,EXECUÇÃO,SIM,REALIZADO,2
Rede Abastecedora Número 10,MT,CENTRO OESTE,340125,NÃO,18,CONHECIMENTO,NÃO,NÃO REALIZADO,4
Auto Posto Nº 86,SP,SÃO PAULO,339561,NÃO,18,EXECUÇÃO,SIM,REALIZADO,3
Rede Abastecedora Número 115,PR,SUL,320000,SIM,18,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 30,MT,CENTRO OESTE,305000,SIM,18,EXECUÇÃO,SIM,REALIZADO,4
Auto Posto Mais 27,SC,SUL,270000,SIM,18,EXECUÇÃO,NÃO,REALIZADO,3
Auto Posto Nº 102,PA,NORTE,250571,SIM,18,EXECUÇÃO,SIM,REALIZADO,2
Auto Posto Nº 105,MG,SUDESTE,240749,NÃO,18,CONHECIMENTO,NÃO,NÃO REALIZADO,4
Auto Posto Nº 53,SP,SÃO PAULO,550159,SIM,17,EXECUÇÃO,SIM,REALIZADO,7
Rede Abastecedora Número 69,PR,SUL,215178,SIM,17,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 135,RO,NORTE,215000,NÃO,17,CONHECIMENTO,NÃO,NÃO REALIZADO,4
Rede Abastecedora Número 128,SP,SÃO PAULO,150000,SIM,17,EXECUÇÃO,SIM,REALIZADO,1
Rede Abastecedora Número 126,SP,SÃO PAULO,617402,SIM,16,EXECUÇÃO,SIM,REALIZADO,12
Rede Abastecedora Número 37,SP,SÃO PAULO,645311,NÃO,16,EXECUÇÃO,NÃO,REALIZADO,5
Épsilon Posto & Lava-Jato,GO,CENTRO OESTE,120000,SIM,16,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 16,RJ,SUDESTE,120000,NÃO,16,EXECUÇÃO,SIM,REALIZADO,4
Rede Abastecedora Número 5,MG,SUDESTE,118737,SIM,16,EXECUÇÃO,SIM,REALIZADO,1
Rede Abastecedora Número 40,GO,CENTRO OESTE,118737,NÃO,16,EXECUÇÃO,NÃO,REALIZADO,5
Auto Posto Mais 92,CE,NORDESTE,118416,NÃO,16,EXECUÇÃO,NÃO,NÃO REALIZADO,3
Auto Posto Nº 3,GO ,CENTRO OESTE,113000,SIM,16,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 80,ES,SUDESTE,106739,SIM,16,EXECUÇÃO,SIM,REALIZADO,1
Rede Abastecedora Número 8,SP,SÃO PAULO,102868,NÃO,16,EXECUÇÃO,SIM,REALIZADO,1
Auto Posto Nº 9,SP,SÃO PAULO,1415585,SIM,16,EXECUÇÃO,SIM,REALIZADO,4
Auto Posto Mais 47,PR,SUL,1000000,SIM,16,EXECUÇÃO,SIM,REALIZADO,6
Auto Posto Nº 64,SP,SÃO PAULO,445475,SIM,16,EXECUÇÃO,SIM,REALIZADO,1
Auto Posto Nº 80,TO,NORTE,363557,NÃO,16,EXECUÇÃO,SIM,REALIZADO,3
Auto Posto Mais 56,TO,NORTE,280000,NÃO,16,CONHECIMENTO,NÃO,NÃO REALIZADO,4
Auto Posto Nº 100,SP,SÃO PAULO,257000,NÃO,16,EXECUÇÃO,NÃO,REALIZADO,4
Auto Posto Nº 129,SP,SÃO PAULO,208000,SIM,16,EXECUÇÃO,SIM,REALIZADO,3
Auto Posto Mais 24,SP,SÃO PAULO,134425,NÃO,16,CONHECIMENTO,SIM,REALIZADO,4
Rede Abastecedora Número 39,SP,SÃO PAULO,120747,NÃO,16,EXECUÇÃO,SIM,REALIZADO,2
Rede Abastecedora Número 88,SP,SÃO PAULO,112000,NÃO,16,CONHECIMENTO,NÃO,REALIZADO,1
Rede Abastecedora Número 11,RN,NORDESTE,100000,NÃO,16,EXECUÇÃO,NÃO,NÃO REALIZADO,6
Auto Posto Nº 71,SP,SÃO PAULO,731978,SIM,15,EXECUÇÃO,NÃO,NÃO REALIZADO,11
Rede Abastecedora Número 84,SP,SÃO PAULO,100000,NÃO,15,EXECUÇÃO,NÃO,REALIZADO,1
Rede Abastecedora Número 100,PR,SUL,1901162,SIM,15,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Mais 82,SP,SÃO PAULO,1461642,SIM,15,CONHECIMENTO,SIM,REALIZADO,5
Auto Posto Mais 63,PR,SUL,483367,SIM,15,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Nº 81,SP,SÃO PAULO,372856,NÃO,15,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Mais 43,SP,SÃO PAULO,350000,SIM,15,EXECUÇÃO,NÃO,REALIZADO,3
Rede Abastecedora Número 18,SP,SÃO PAULO,300000,NÃO,15,CONHECIMENTO,NÃO,NÃO REALIZADO,2
Auto Posto Nº 99,AM,NORTE,258156,SIM,15,EXECUÇÃO,NÃO,REALIZADO,5
Auto Posto Nº 101,SP,SÃO PAULO,254049,SIM,15,EXECUÇÃO,SIM,REALIZADO,1
Auto Posto Nº 110,RO,NORTE,215195,SIM,15,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Nº 115,SP,SÃO PAULO,205697,SIM,14,CONHECIMENTO,SIM,REALIZADO,3
Auto Posto Nº 65,BA,NORDESTE,201000,SIM,14,EXECUÇÃO,SIM,REALIZADO,1
Rede Abastecedora Número 118,SP,SÃO PAULO,190071,NÃO,14,EXECUÇÃO,NÃO,NÃO REALIZADO,5
Rede Abastecedora Número 138,SP,SÃO PAULO,181097,SIM,14,EXECUÇÃO,SIM,REALIZADO,3
Auto Posto Nº 135,MG,SUDESTE,152657,SIM,14,EXECUÇÃO,SIM,REALIZADO,5
Auto Posto Mais 101,PR,SUL,660128,NÃO,14,CONHECIMENTO,SIM,REALIZADO,5
Posto Beta Comércio de Combustíveis,SP,SÃO PAULO,120000,SIM,14,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 6,CE,NORDESTE,118416,NÃO,14,EXECUÇÃO,NÃO,NÃO REALIZADO,2
Auto Posto Nº 59,SP,SÃO PAULO,110000,SIM,14,EXECUÇÃO,SIM,REALIZADO,5
Rede Abastecedora Número 121,SP,SÃO PAULO,104000,NÃO,14,EXECUÇÃO,NÃO,REALIZADO,3
Auto Posto Nº 13,MG,SUDESTE,102000,NÃO,13,EXECUÇÃO,SIM,REALIZADO,2
Rede Abastecedora Número 24,MT,CENTRO OESTE,302000,SIM,13,CONHECIMENTO,SIM,REALIZADO,4
Rede Abastecedora Número 21,SP,SÃO PAULO,110000,NÃO,13,CONHECIMENTO,NÃO,REALIZADO,2
Auto Posto Nº 27,SP,SÃO PAULO,106000,NÃO,13,EXECUÇÃO,NÃO,NÃO REALIZADO,2
Rede Abastecedora Número 32,AL,NORDESTE,102000,NÃO,13,EXECUÇÃO,NÃO,NÃO REALIZADO,2
Auto Posto Nº 28,SP,SÃO PAULO,1327292,SIM,13,EXECUÇÃO,SIM,NÃO REALIZADO,3
Auto Posto Nº 78,SP,SÃO PAULO,371049,NÃO,13,EXECUÇÃO,SIM,REALIZADO,1
Rede Abastecedora Número 3,RS,SUL,209000,SIM,13,EXECUÇÃO,SIM,REALIZADO,1
Auto Posto Nº 73,SP,SÃO PAULO,202000,NÃO,13,EXECUÇÃO,NÃO,NÃO REALIZADO,3
Auto Posto Mais 60,SP,SÃO PAULO,174000,NÃO,13,EXECUÇÃO,NÃO,NÃO REALIZADO,3
Auto Posto Nº 23,RN,NORDESTE,104000,NÃO,13,EXECUÇÃO,SIM,REALIZADO,3
Auto Posto Nº 66,MG,SUDESTE,424080,SIM,13,CONHECIMENTO,SIM,NÃO REALIZADO,2
Auto Posto Mais 83,PR,SUL,150000,SIM,13,EXECUÇÃO,SIM,REALIZADO,2
Rede Abastecedora Número 41,SP,SÃO PAULO,115854,NÃO,13,EXECUÇÃO,SIM,REALIZADO,2
Rede Abastecedora Número 92,SP,SÃO PAULO,109000,NÃO,13,CONHECIMENTO,NÃO,REALIZADO,2
Rede Abastecedora Número 38,RJ,SUDESTE,121600,NÃO,13,EXECUÇÃO,NÃO,REALIZADO,1
Rede Abastecedora Número 31,MG,SUDESTE,102868,NÃO,13,EXECUÇÃO,NÃO,REALIZADO,1
